-72,9046;67,0017
-63,5272;61,4224
-63,9109;61,5168
-70,1433;71,3745
-60,214;80,7284
-59,7624;81,6906
-67,5651;87,6527
-67,9711;86,6623
-68,7461;86,9418
-67,9893;86,9491
-67,3934;86,6717
-67,9696;87,0344
-69,9948;91,8474
-70,4996;90,2891
-77,0223;86,3274
-71,0767;82,6584
-70,3319;81,9566
-60,4505;88,3947
-67,9468;93,6697
-67,9657;93,9969
